UUID,audio_path,question
11152599,Tout_le_monde_a_trav.mp3,Tout le monde a travaillé dur.
11256747,Mets_plus_de_sel_.mp3,Mets plus de sel.
10604556,On_peut_mieux_faire_.mp3,On peut mieux faire.
11176203,Je_ne_suis_pas_fâché.mp3,Je ne suis pas fâché contre toi.
10940259,Je_suis_allé_chez_le.mp3,Je suis allé chez le médecin.
10272668,Leur_canoë_a_chaviré.mp3,Leur canoë a chaviré.
8994715,Je_suis_un_flic_en_c.mp3,Je suis un flic en civil.
9007386,J_étais_à_bout_de_ne.mp3,J'étais à bout de nerfs.
10513876,Ce_livre_n_est_pas_à.mp3,Ce livre n'est pas à moi.
10899930,Tu_les_as_énervés_.mp3,Tu les as énervés.
11045194,C_est_pour_brouiller.mp3,C'est pour brouiller les pistes.
11171481,Puis_je_vous_accompa.mp3,Puis-je vous accompagner ?
10468183,C_était_suffisant_.mp3,C'était suffisant.
10356065,Passe_un_coup_de_chi.mp3,Passe un coup de chiffon sur la table.
11217679,Je_vais_probablement.mp3,Je vais probablement refuser.
10491619,L_ordre_a_été_exécut.mp3,L'ordre a été exécuté.
11229513,Le_plan_est_réalisab.mp3,Le plan est réalisable.
10125582,La_table_est_bancale.mp3,La table est bancale.
10963625,Tu_l_as_vraiment_fai.mp3,Tu l'as vraiment fait ?
10485919,Quelle_est_la_profon.mp3,Quelle est la profondeur de la piscine ?
11232831,Épargne_moi_les_sarc.mp3,Épargne-moi les sarcasmes.
10512394,Nous_n_avons_pas_enc.mp3,Nous n'avons pas encore commencé.
9767792,Il_s_est_mis_à_bruin.mp3,Il s'est mis à bruiner.
7410849,Je_mange_rarement_du.mp3,Je mange rarement du dessert.
11058725,Je_me_débrouillerai_.mp3,Je me débrouillerai tout seul.
11256745,Sois_un_peu_plus_pat.mp3,Sois un peu plus patient.
10944364,C_est_grave__docteur.mp3,"C'est grave, docteur ?"
11156095,Nous_essayons_d_aide.mp3,Nous essayons d'aider.
10995876,La_prochaine_sera_la.mp3,La prochaine sera la bonne.
11242266,Je_n_ai_jamais_frapp.mp3,Je n'ai jamais frappé personne.
11236253,J_y_suis_allé_en_tra.mp3,J'y suis allé en train.
11217645,Qui_a_écrit_ce_petit.mp3,Qui a écrit ce petit mot ?
9946125,J_ai_trébuché_en_arr.mp3,J'ai trébuché en arrière.
10649037,Comment_puis_je_vous.mp3,Comment puis-je vous contacter ?
10492934,Je_perdais_beaucoup_.mp3,Je perdais beaucoup de sang.
11165675,Je_suis_très_ouvert_.mp3,Je suis très ouvert d'esprit.
10755334,Qu_est_ce_qu_il_y_a_.mp3,Qu'est-ce qu'il y a dans votre coffre ?
7410901,Tom__c_est_pour_toi_.mp3,"Tom, c'est pour toi."
10499393,Ce_sol_est_inégal_.mp3,Ce sol est inégal.
10265967,Vous_êtes_la_nouvell.mp3,Vous êtes la nouvelle nounou ?
9710523,J_étais_chez_moi_hie.mp3,J'étais chez moi hier soir.
10510731,Je_serai_absent_tout.mp3,Je serai absent toute la journée.
11244278,Je_me_sens_enfin_rep.mp3,Je me sens enfin reposé.
10498868,Ça_ne_vaut_pas_un_so.mp3,Ça ne vaut pas un sou.
9738172,C_est_celui_là_que_j.mp3,C'est celui-là que je préfère.
10087848,J_ai_eu_une_journée_.mp3,J'ai eu une journée pourrie.
11250123,Economisez_vos_munit.mp3,Economisez vos munitions.
11146674,Tu_ne_veux_pas_de_su.mp3,Tu ne veux pas de sucre ?
10966121,Tu_fais_quelle_taill.mp3,Tu fais quelle taille maintenant ?
11225205,Tu_aimes_cette_chans.mp3,Tu aimes cette chanson ?
9033107,Chacun_d_entre_vous_.mp3,Chacun d'entre vous peut le faire.
11411271,Veuillez_saisir_votr.mp3,Veuillez saisir votre code PIN.
9978157,Le_sol_est_gelé_.mp3,Le sol est gelé.
8950706,La_viande_était_tend.mp3,La viande était tendre.
10923724,J_ai_les_dents_de_tr.mp3,J'ai les dents de travers.
10291372,C_est_une_histoire_c.mp3,C'est une histoire captivante.
10629494,Ils_ont_trinqué_.mp3,Ils ont trinqué.
11166484,J_ai_encore_mal_au_c.mp3,J'ai encore mal au cou.
11156086,Beaucoup_de_gens_ont.mp3,Beaucoup de gens ont besoin d'aide.
10282221,Ne_sois_pas_mauvais_.mp3,Ne sois pas mauvais perdant.
10625823,Le_verre_était_vide_.mp3,Le verre était vide.
10498977,Ai_je_vraiment_besoi.mp3,Ai-je vraiment besoin de ça ?
11036838,Les_singes_adorent_l.mp3,Les singes adorent les bananes.
10984399,Le_brouillard_est_tr.mp3,Le brouillard est très dense.
11183782,Ne_me_touche_pas__s_.mp3,"Ne me touche pas, s'il te plaît."
9767724,Les_perspectives_son.mp3,Les perspectives sont sombres.
10779340,Passe_moi_la_spatule.mp3,Passe-moi la spatule.
11238299,Des_gens_ont_été_ble.mp3,Des gens ont été blessés.
11223517,Dites_moi_que_c_est_.mp3,Dites-moi que c'est une blague.
10494431,C_est_facile_pour_mo.mp3,C'est facile pour moi.
11349828,L_IRM_était_négative.mp3,L'IRM était négative.
10485990,Le_portail_était_fer.mp3,Le portail était fermé.
10758969,À_qui_est_cette_chem.mp3,À qui est cette chemise ?
10966511,Les_hérissons_ont_de.mp3,Les hérissons ont des piquants.
11229997,Quelles_sont_nos_per.mp3,Quelles sont nos pertes ?
10902023,On_ne_devrait_pas_fa.mp3,On ne devrait pas faire ça.
11054428,Combien_de_temps_viv.mp3,Combien de temps vivent les chiens ?
9673862,C_est_à_mon_tour_de_.mp3,C'est à mon tour de parler.
11125390,Il_nous_faut_un_devi.mp3,Il nous faut un devis.
10841726,J_ai_eu_une_petite_m.mp3,J'ai eu une petite mésaventure.
11434941,C_est_le_mien_ou_le_.mp3,C'est le mien ou le tien ?
9889494,Arrêtez_vous_le_long.mp3,Arrêtez-vous le long du trottoir.
10138469,Les_zèbres_ont_des_r.mp3,Les zèbres ont des rayures.
11460074,Les_serveurs_ont_pla.mp3,Les serveurs ont planté.
11338461,Je_ferai_passer_le_m.mp3,Je ferai passer le mot.
10515281,On_va_essayer_de_pas.mp3,On va essayer de passer.
11230232,Je_vais_demander_un_.mp3,Je vais demander un remboursement.
11035521,Tout_était_normal_.mp3,Tout était normal.
10491982,Ça_a_l_air_délicieux.mp3,Ça a l'air délicieux.
10291371,C_est_une_histoire_f.mp3,C'est une histoire fascinante.
11460071,Les_serveurs_sont_ho.mp3,Les serveurs sont hors service.
9978142,Nous_gagnons_du_terr.mp3,Nous gagnons du terrain.
11182511,Ma_santé_est_très_ma.mp3,Ma santé est très mauvaise.
7410844,J_ai_fait_une_grave_.mp3,J'ai fait une grave erreur.
10968794,J_ai_déjà_un_travail.mp3,J'ai déjà un travail.
11238326,Ils_sont_en_chemin_.mp3,Ils sont en chemin.
10620252,Devrons_nous_attendr.mp3,Devrons-nous attendre ?
10742440,J_ai_le_bras_en_écha.mp3,J'ai le bras en écharpe.
10948199,J_ai_arrosé_les_fleu.mp3,J'ai arrosé les fleurs.
10476240,Passe_la_troisième_v.mp3,Passe la troisième vitesse.
11188404,Il_pleut_à_verse_deh.mp3,Il pleut à verse dehors.
11242109,Je_peux_à_peine_resp.mp3,Je peux à peine respirer.
7410856,J_ai_l_habitude_de_l.mp3,J'ai l'habitude de la chaleur.
11238325,Ils_sont_en_route_.mp3,Ils sont en route.
11426639,Ils_sont_toujours_à_.mp3,Ils sont toujours à l'intérieur.
11151422,On_ne_s_est_embrassé.mp3,On ne s'est embrassé qu'une fois.
11310556,Qu_ont_ils_proposé__.mp3,Qu'ont-ils proposé ?
10948215,La_voiture_a_tourné_.mp3,La voiture a tourné à droite.
10966497,C_est_assez_peu_prob.mp3,C'est assez peu probable.
8422030,C_est_une_belle_chem.mp3,C'est une belle chemise.
11229511,L_étude_est_biaisée_.mp3,L'étude est biaisée.
8447985,Arrête_tes_lamentati.mp3,Arrête tes lamentations.
10086619,C_est_un_boulot_ingr.mp3,C'est un boulot ingrat.
7744715,Ne_me_traite_pas_d_a.mp3,Ne me traite pas d'abruti.
11460274,Une_fille_s_est_assi.mp3,Une fille s'est assise à côté de moi.
10050029,Je_sais_bien_jongler.mp3,Je sais bien jongler.
9761687,Je_vais_être_en_reta.mp3,Je vais être en retard au travail.
7410840,J_ai_déjeuné_avec_To.mp3,J'ai déjeuné avec Tom.
11032252,À_quel_point_es_tu_d.mp3,À quel point es-tu désespéré ?
11147341,Donne_le_moi__s_il_t.mp3,"Donne-le moi, s'il te plaît."
10966504,C_était_malin_de_ta_.mp3,C'était malin de ta part.
11179943,Je_n_ai_pas_l_intent.mp3,Je n'ai pas l'intention d'attendre.
11228007,Je_suis_du_genre_tim.mp3,Je suis du genre timide.
11153875,La_réponse_est_simpl.mp3,La réponse est simple.
11026162,Les_bébés_animaux_so.mp3,Les bébés animaux sont mignons.
10625835,Je_n_ai_pas_tué_ma_f.mp3,Je n'ai pas tué ma femme.
9761671,Je_compte_sauter_le_.mp3,Je compte sauter le déjeuner.
10624929,Hé__attends_une_seco.mp3,"Hé, attends une seconde."
10709123,Ça_sent_vraiment_bon.mp3,Ça sent vraiment bon.
11378984,Tu_as_l_air_fatiguée.mp3,Tu as l'air fatiguée.
11189976,Nous_nous_sommes_tou.mp3,Nous nous sommes tous endormis.
11242180,J_ai_acheté_quelques.mp3,J'ai acheté quelques pommes.
9930590,Arrête_de_faire_le_p.mp3,Arrête de faire le pitre !
11217825,Ils_nous_tirent_dess.mp3,Ils nous tirent dessus.
11054568,On_a_nagé_dans_le_la.mp3,On a nagé dans le lac.
10954860,J_étais_vraiment_inq.mp3,J'étais vraiment inquiet.
10304089,J_suis_pas_un_cafteu.mp3,J'suis pas un cafteur.
10518961,J_adore_vraiment_les.mp3,J'adore vraiment les fleurs.
11234727,Merci_de_m_avoir_emb.mp3,Merci de m'avoir embauché.
9679478,Tom_a_les_yeux_bridé.mp3,Tom a les yeux bridés.
8915690,L_homme_était_en_hai.mp3,L'homme était en haillons.
11224424,Ne_copie_pas_mes_rép.mp3,Ne copie pas mes réponses.
11241770,J_ai_eu_du_mal_à_me_.mp3,J'ai eu du mal à me garer.
11378996,Je_peux_vous_offrir_.mp3,Je peux vous offrir un verre ?
9735698,On_va_s_en_débarrass.mp3,On va s'en débarrasser.
10521483,J_aimerais_vivre_ici.mp3,J'aimerais vivre ici.
10212727,Je_ne_vendrai_pas_mo.mp3,Je ne vendrai pas mon âme.
9771791,Je_n_ai_pas_fait_la_.mp3,Je n'ai pas fait la queue.
8412279,L_Homme_est_voué_à_m.mp3,L'Homme est voué à mourir.
10940116,Ce_n_est_arrivé_qu_u.mp3,Ce n'est arrivé qu'une fois.
11146433,Tout_est_dans_le_dos.mp3,Tout est dans le dossier.
10932858,Mets_ça_par_terre_.mp3,Mets ça par terre.
10827929,Ne_te_mets_pas_dans_.mp3,Ne te mets pas dans tous tes états.
8423940,Regarde_ce_qu_on_a_t.mp3,Regarde ce qu'on a trouvé.
10766910,C_est_un_très_mauvai.mp3,C'est un très mauvais jeu de mots.
11227086,J_ai_mangé_une_part_.mp3,J'ai mangé une part de tarte.
11388581,C_est_le_bon_moment_.mp3,C'est le bon moment.
11379266,Tu_avais_promis_d_ai.mp3,Tu avais promis d'aider.
11166899,Je_n_ai_jamais_tué_p.mp3,Je n'ai jamais tué personne.
10151414,J_ai_entendu_une_bri.mp3,J'ai entendu une brindille craquer.
10719384,Je_fais_trop_de_faut.mp3,Je fais trop de fautes de frappe.
11188087,C_est_vraiment_dégoû.mp3,C'est vraiment dégoûtant.
10599294,Qu_est_ce_qu_il_t_a_.mp3,Qu'est-ce qu'il t'a demandé ?
10568802,L_argent_gouverne_le.mp3,L'argent gouverne le monde.
11156097,Les_hélicoptères_son.mp3,Les hélicoptères sont bruyants.
10703620,Je_suis_la_seule_sur.mp3,Je suis la seule survivante.
11045285,Le_placard_est_plein.mp3,Le placard est plein.
10266002,C_est_une_question_d.mp3,C'est une question d'équité.
11228070,Vous_vous_êtes_déjà_.mp3,Vous vous êtes déjà rencontrés ?
7726934,Quelqu_un_a_des_ennu.mp3,Quelqu'un a des ennuis.
11045274,J_ai_arrosé_le_jardi.mp3,J'ai arrosé le jardin.
8957819,Je_déteste_les_films.mp3,Je déteste les films doublés.
11167808,Nous_avons_dû_faire_.mp3,Nous avons dû faire des compromis.
10339381,J_ai_tiré_sur_la_cor.mp3,J'ai tiré sur la corde.
10759682,Donne_moi_un_peu_de_.mp3,Donne-moi un peu de temps.
8414106,Ne_soyons_pas_arroga.mp3,Ne soyons pas arrogants.
10742427,On_est_content_pour_.mp3,On est content pour toi.
9950253,Montre_moi_des_donné.mp3,Montre-moi des données concrètes.
9774062,Je_me_suis_cassé_la_.mp3,Je me suis cassé la clavicule.
8965249,Il_faisait_une_chale.mp3,Il faisait une chaleur étouffante.
10635650,Ce_n_était_pas_possi.mp3,Ce n'était pas possible.
10932857,Je_suis_ouvert_à_tou.mp3,Je suis ouvert à tout.
10968835,J_ai_marqué_la_page_.mp3,J'ai marqué la page.
11036086,Je_suis_vraiment_dan.mp3,Je suis vraiment dans le pétrin.
10699648,Retroussez_votre_man.mp3,Retroussez votre manche.
11338039,Répondez_aux_questio.mp3,Répondez aux questions.
10510831,Merci_d_être_là_.mp3,Merci d'être là.
10946430,J_aimerais_savoir_po.mp3,J'aimerais savoir pourquoi.
10939728,Ton_plan_ne_marchera.mp3,Ton plan ne marchera pas.
9706525,Les_arbres_procurent.mp3,Les arbres procurent de l'ombre.
10499043,C_est_absolument_n_i.mp3,C'est absolument n'importe quoi.
11054422,Les_chiens_ont_l_air.mp3,Les chiens ont l'air heureux.
10810336,J_habite_près_de_la_.mp3,J'habite près de la digue.
10623458,Tu_aurais_pu_frapper.mp3,Tu aurais pu frapper.
10874733,Quel_est_le_prix_du_.mp3,Quel est le prix du ticket de bus ?
10580499,J_ai_brûlé_les_lettr.mp3,J'ai brûlé les lettres.
9673344,Boire_ou_conduire__i.mp3,"Boire ou conduire, il faut choisir !"
10491900,Tu_peux_faire_quelqu.mp3,Tu peux faire quelque chose ?
10696620,Prenez_vous_des_médi.mp3,Prenez-vous des médicaments ?
10074674,Range_ce_couteau_.mp3,Range ce couteau.
